ISBN,title,authors,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,description
71416331,Team Bush : Leadership Lessons from the Bush White House,Donald F. Kettl,2003,McGraw-Hill,http://images.amazon.com/images/P/0071416331.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0071416331.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0071416331.01.LZZZZZZZ.jpg,"LEADERSHIP STRATEGIES BEHIND ONE OF THE MOST POPULAR PRESIDENTS IN HISTORY How the Commander-in-Chief commands George W. Bush has surprised even his harshest critics with his leadership talents and discipline. As this country's first MBA president, Bush formed his unique leadership style managing businesses, not government offices. Team Bush is the first book to explore these unique methods and tactics he has employed to become one of the nation's most popular commanders in chief in recent history. From ""hiring"" the most diverse and effective cabinets in history, to dealing with the crisis and war sparked by the events of September 11th, this compelling leadership book takes readers into the mind and methods of America's 43rd president, and shows managers how these methods can be used to boost productivity in their own organizations. This fast-paced book pulls no punches as it showcases President Bush's successes and strengths while detailing his mistakes and weaknesses. Focusing on the actual events and outcomes of Bush's first two years in office, it discusses: The strategy behind Bush's coup in the mid-term election Lessons learned from his managing of the September 11th crisis How Bush recognizes and learns from his very public mistakes"
375509038,The Right Man : The Surprise Presidency of George W. Bush,DAVID FRUM,2003,Random House,http://images.amazon.com/images/P/0375509038.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375509038.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375509038.01.LZZZZZZZ.jpg,"The Right Manis the first inside account of a historic year in the Bush White House, by the presidential speechwriter credited with the phraseaxis of evil.David Frum helped make international headlines when President George W. Bush’s 2002 State of the Union address linked international terrorists to Iran, Iraq, and North Korea. But that was only one moment during a crucial time in American history, when a president, an administration, and a country were transformed. Frum worked with President Bush in the Oval Office, traveled with him aboard Air Force One, and studied him closely at meetings and events. He describes how Bush thinks—what this conservative president believes about religion, race, the environment, Jews, Muslims, and America’s future. Frum takes us behind the scenes of one of the most secretive administrations in recent history, with revealing portraits of Karl Rove, Karen Hughes, Condoleezza Rice, and many others. Most significant, he tells the story of the transformation of George W. Bush: how a president whose administration began in uncertainty became one of the most decisive, successful, and popular leaders of our time. Before becoming a White House speechwriter, David Frum was a highly regarded author of books and political commentary and an influential voice on the pages ofThe Wall Street JournalandThe Weekly Standard.His commentary has been described by William F. Buckley as “the most refreshing ideological experience in a generation.” Now, inThe Right Man,we see Frum as a front-row observer and participant. Not since Peggy Noonan’s account of her time in the Reagan White House has an insider portrayed a sitting president with such precision, verve, honest admiration, and insight. The Right Manwill command international attention for its thoughtful account of George W. Bush in the midst of his greatest challenge. It will be an essential reference for anyone seeking to understand who our president really is and how he is likely to lead us in the future. From the Hardcover edition."
553062042,Daybreakers Louis Lamour Collection,Louis Lamour,1981,Bantam Doubleday Dell,http://images.amazon.com/images/P/0553062042.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553062042.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553062042.01.LZZZZZZZ.jpg,Tyrel and Orrin Sackett hit the trail west and fight to tame the West.
316769487,The Catcher in the Rye,J.D. Salinger,1991,"Little, Brown",http://images.amazon.com/images/P/0316769487.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316769487.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316769487.01.LZZZZZZZ.jpg,"The Catcher in the Rye,&quot; written by J.D. Salinger and published in 1951, is a classic American novel that explores the themes of adolescence, alienation, and identity through the eyes of its protagonist, Holden Caulfield. The novel is set in the 1950s and follows Holden, a 16-year-old who has just been expelled from his prep school, Pencey Prep. Disillusioned with the world around him, Holden decides to leave Pencey early and spend a few days alone in New York City before returning home. Over the course of these days, Holden interacts with various people, including old friends, a former teacher, and strangers, all the while grappling with his feelings of loneliness and dissatisfaction. Holden is deeply troubled by the &quot;phoniness&quot; of the adult world and is haunted by the death of his younger brother, Allie, which has left a lasting impact on him. He fantasizes about being &quot;the catcher in the rye,&quot; a guardian who saves children from losing their innocence by catching them before they fall off a cliff into adulthooda. The novel ends with Holden in a mental institution, where he is being treated for a nervous breakdown. He expresses some hope for the future, indicating a possible path to recovery.."
8445071777,"El Senor De Los Anillos: El Retorno Del Rey (Tolkien, J. R. R. Lord of the Rings. 3.)",J. R. R. Tolkien,2001,Distribooks,http://images.amazon.com/images/P/8445071777.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8445071777.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8445071777.01.LZZZZZZZ.jpg,"Los ejércitos del Señor Oscuro van extendiendo cada vez más su maléfica sombra por la Tierra Media. Hombres, elfos y enanos unen sus fuerzas para presentar batalla a Sauron y sus huestes. Ajenos a estos preparativos, Frodo y Sam siguen adentrándose en el país de Mordor en su heroico viaje para destruir el Anillo de Poder en las Grietas del Destino."
679429220,Midnight in the Garden of Good and Evil: A Savannah Story,John Berendt,1994,Random House,http://images.amazon.com/images/P/0679429220.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679429220.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679429220.01.LZZZZZZZ.jpg,"NATIONAL BESTSELLER • A modern classic of true crime, set in a most beguiling Southern city—now in a 30th anniversary edition with a new afterword by the author “Elegant and wicked . . . might be the first true-crime book that makes the reader want to book a bed and breakfast for an extended weekend at the scene of the crime.”—The New York Times Book Review Shots rang out in Savannah’s grandest mansion in the misty, early morning hours of May 2, 1981. Was it murder or self-defense? For nearly a decade, the shooting and its aftermath reverberated throughout this hauntingly beautiful city of moss-hung oaks and shaded squares. In this sharply observed, suspenseful, and witty narrative, John Berendt skillfully interweaves a hugely entertaining first-person account of life in this isolated remnant of the Old South with the unpredictable twists and turns of a landmark murder case. It is a spellbinding story peopled by a gallery of remarkable characters: the well-bred society ladies of the Married Woman’s Card Club; the turbulent young gigolo; the hapless recluse who owns a bottle of poison so powerful it could kill every man, woman, and child in Savannah; the aging and profane Southern belle who is the “soul of pampered self-absorption”; the uproariously funny drag queen; the acerbic and arrogant antiques dealer; the sweet-talking, piano-playing con artist; young people dancing the minuet at the black debutante ball; and Minerva, the voodoo priestess who works her magic in the graveyard at midnight. These and other Savannahians act as a Greek chorus, with Berendt revealing the alliances, hostilities, and intrigues that thrive in a town where everyone knows everyone else. Brilliantly conceived and masterfully written, Midnight in the Garden of Good and Evil is a sublime and seductive reading experience."
671867156,Pretend You Don't See Her,Mary Higgins Clark,1998,Pocket,http://images.amazon.com/images/P/0671867156.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671867156.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671867156.01.LZZZZZZZ.jpg,"What happens when a young woman is accidentally caught up in a dangerous murder investigation, having merely been in the wrong place at the wrong time? Lacey Farrell, a rising star on the Manhattan real estate scene, is witness to a murder - and to the final words of the victim. The dying woman is convinced her attacker was after her dead daughter's journal, which Lacey gives to the police, but not before making a copy for herself. It's an impulse that later proves nearly fatal. Placed in the witness protection programme and sent to live in Minneapolis, Lacey must assume a fake identity, at least until the killer can be brought to trial. There she meets Tom Lynch, a radio talk-show host whom she tentatively begins to date - until the strain of her deception makes her break it off. Then she discovers the killer has traced her whereabouts. Armed with nothing more than her own courage and clues from the journal, Lacey heads back to New York determined to uncover who is behind the deaths of the two women… before she is the next casualty."
312252617,Fast Women,Jennifer Crusie,2001,St. Martin's Press,http://images.amazon.com/images/P/0312252617.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312252617.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312252617.01.LZZZZZZZ.jpg,"When a down-on-her-luck divorcée meets a determined-to-dominate detective, they find out that falling in love can be murder. . . . Nell Dysart's in trouble. Weighed down by an inexplicable divorce and a loss of appetite for everything, Nell is sleepwalking through life until her best friend finagles a job for her with a shabby little detective agency that has lots of potential and a boss who looks easy to manage. Gabe McKenna isn't doing too well, either. His detective agency is wasting time on a blackmail case, his partner has decided he hates watching cheating spouses for money, and his ex-wife has just dumped him . . . again. The only thing that's going his way is that his new secretary looks efficient, boring, and biddable. But looks can be deceiving, and soon Nell and Gabe are squaring off over embezzlement, business cards, vandalism, dognapping, blackmail, Chinese food, unprofessional sex, and really ugly office furniture, all of which turn out to be the least of their problems. Because soon, there are murders. And shortly after that, Nell and Gabe start falling in love. . . ."
316748641,Pasquale's Nose: Idle Days in an Italian Town,Michael Rips,2002,Back Bay Books,http://images.amazon.com/images/P/0316748641.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316748641.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316748641.01.LZZZZZZZ.jpg,"""Prepare to dive "" Open this underwater exploration guide and journey to the darkest depths of the oceans. Water covers almost three-fourths of our planers surface, yet many of us have never seen what lies far beneath the waves. Filled with intriguing facts and colorful illustrations, this book examines the history and science of diving, the different ocean zones, and the future of undersea research. Join Gail Gibbons, the master of children's nonfiction, as she takes us 36,000 feet below the surface to reveal the fascinating and incredible life forms that lurk in the deep, dark sea."
316973742,The Gospel of Judas: A Novel,Simon Mawer,2002,Back Bay Books,http://images.amazon.com/images/P/0316973742.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316973742.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316973742.01.LZZZZZZZ.jpg,"Amongst the ancient papyri of the Dead Sea, a remarkable scroll is discovered. Written in the first century AD, it purports to be the true account of the life of Jesus, as told by Youdas the sicarios - Judas Iscariot: the missing Gospel of Judas. If authentic, it will be one of the most incendiary documents in the history of humankind. The task of proving - or disproving - its validity falls to Father Leo Newman, one of the world's leading experts in Koine, the demotic Greek of the Roman Empire, and a man the newspapers like to call a 'renegade priest'. But as Leo absorbs himself in Judas' testimony, the stories of his own life haunt him. The story of his forbidden yet irresistible love for a married woman. The story of his mother's passionate and tragic affair amidst the war-time ruins of Rome. They are stories of love and betrayal that may threaten his faith just as deeply as the Gospel of Judas... With a dramatic narrative that spans from the Europe of the Second World War to Jerusalem two thousand years after Jesus' birth, THE GOSPEL OF JUDAS is a compelling and erudite thriller."
385235941,"Prize Stories, 1987: The O'Henry Awards",William Abrahams,1987,Doubleday Books,http://images.amazon.com/images/P/0385235941.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385235941.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385235941.01.LZZZZZZZ.jpg,A selection of twenty-three stories compiled from the last ten editions of Prize Stories published during the 1970's.
451166892,The Pillars of the Earth,Ken Follett,1996,Signet Book,http://images.amazon.com/images/P/0451166892.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451166892.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451166892.01.LZZZZZZZ.jpg,"An epic, spellbinding tale of ambition, anarchy, and absolute power set against the sprawling medieval canvas of twelfth-century England, The Pillars of the Earth is Ken Follett's historical masterpiece. A Mason with a Dream It is 1135 and civil war, famine and religious strife abound. With his family on the verge of starvation, mason Tom Builder dreams of the day that he can use his talents to create and build a cathedral like no other. A Monk with a Burning Mission Philip is the church prior of Kingsbridge. A resourceful man, he knows that if his town is to survive at all, it must find a way to truly thrive. He decides, then, to build Kingsbridge the greatest Gothic cathedral the world has ever known. A World of High Ideals and Savage Cruelty As the prior recruits his mason, so begins a journey of ambition, anarchy and the struggle for absolute power. Facing enemies that would thwart them, they will stop at nothing to fulfil their grand plans of Kingsbridge. Soon build tensions between good and evil, turning church against state, and brother against brother . . . The Pillars of the Earth is the first in The Kingsbridge Novels series, followed by World Without End and A Column of Fire."
553347594,McDonald's: Behind the Arches,John F. Love,1995,Bantam,http://images.amazon.com/images/P/0553347594.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553347594.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553347594.01.LZZZZZZZ.jpg,"Perfect for fans of The Founder, this is the real-life story of the world’s premier entrepreneurial success. The growth of McDonald’s worldwide continues to astonish. In tough financial times, McDonald’s proved that ingenuity, trial and error, and gut instinct were the keys to building a service business the entire world has come to admire. McDonald’s has been a trendsetter in advertising, focusing on different demographics as well as the physically disabled. McDonald’s created McJobs, a program that employs both mentally challenged adults and senior citizens. And because its franchisees have their fingers on the pulse of the marketplace, McDonald’s has evolved successfully with the health food revolution, launching dozens of new products and moving toward environmentally safe packaging and recyclable goods. Inspiring, informative, and filled with behind-the-scenes stories, this remarkable saga offers an irresistible look inside a great American business success."
671621009,Creating Wealth : Retire in Ten Years Using Allen's Seven Principles of Wealth!,Robert G. Allen,1986,Fireside,http://images.amazon.com/images/P/0671621009.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671621009.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671621009.01.LZZZZZZZ.jpg,"Popular speaker, multimillionaire, and author of the all-time bestselling real-estate book Nothing Down, Robert G. Allen knows how to bring you financial success. With his seminars sweeping the nation, Allen is at the cutting edge of strategic wealth creation now more than ever. And in this completely revised edition of his classic bestseller Creating Wealth Allen gives you the basic principles that you need to stop thinking poor and start growing rich. Moving beyond just real estate, Allen goes straight to the core of people's inner motivations and beliefs about money to give you all the fundamentals of wealth creation. By developing a wealthy mind-set, anyone can take off into financial self-reliance -- and Allen shows you how. He explains the ways in which most of us have been programmed to think that only saving is good and debt and risk are bad, so that in our efforts to gain security, we cheat ourselves out of getting rich. The key to changing that mind-set is Allen's unique integration of real estate with other wealth-generating investments. In his trademark, easy-to-understand style Allen spells out all his practical applications and shows you how to: Take advantage of recent tax laws Use leverage to multiply holdings while minimizing risks Benefit from high-yield discount mortgages Acquire long-term profits in gold and silver coins Set up corporations and trusts to protect assets Find the highest rate of return with the greatest liquidity As Robert Allen has proved in his own life -- becoming a multimillionaire well before he was thirty-five -- it doesn't matter how much or how little money you have when you start as long as you understand the right principles -- timeless principles that can make you a fortune."
067976397X,Corelli's Mandolin : A Novel,LOUIS DE BERNIERES,1995,Vintage,http://images.amazon.com/images/P/067976397X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067976397X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067976397X.01.LZZZZZZZ.jpg,"**AS SEEN ON BBC BETWEEN THE COVERS** 25TH ANNIVERSARY EDITION - WITH A NEW INTRODUCTION BY THE AUTHOR 'A true diamond of a novel, glinting with comedy and tragedy' Daily Mail It is 1941 and Captain Antonio Corelli, a young Italian officer, is posted to the Greek island of Cephallonia as part of the occupying forces. At first he is ostracised by the locals but over time he proves himself to be civilised, humorous – and a consummate musician. When Pelagia, the local doctor's daughter, finds her letters to her fiancé go unanswered, Antonio and Pelagia draw close and the working of the eternal triangle seems inevitable. But can this fragile love survive as a war of bestial savagery gets closer and the lines are drawn between invader and defender? 'Louis de Bernières is in the direct line that runs through Dickens and Evelyn Waugh...he has only to look into his world, one senses, for it to rush into reality, colours and touch and taste' Evening Standard"
684822733,"Love, Miracles, and Animal Healing : A heartwarming look at the spiritual bond between animals and humans",Pam Proctor,1996,Fireside,http://images.amazon.com/images/P/0684822733.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684822733.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684822733.01.LZZZZZZZ.jpg,A heartwarming look at the spiritual bond between animals and humans.
786868716,The Five People You Meet in Heaven,Mitch Albom,2003,Hyperion,http://images.amazon.com/images/P/0786868716.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786868716.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786868716.01.LZZZZZZZ.jpg,"THE INSPIRATIONAL CLASSIC FROM THE MASTER STORYTELLER WHOSE BOOKS HAVE TOUCHED THE HEARTS OF OVER 40 MILLION READERS 'Mitch Albom sees the magical in the ordinary' Cecilia Ahern _________ To his mind, Eddie has lived an uninspiring life. Now an old man, his job is to fix rides at a seaside amusement park. On his eighty-third birthday, Eddie's time on earth comes to an end. When a cart falls from the fairground, he rushes to save a little girl's life and tragically dies in the attempt. When Eddie awakens, he learns that the afterlife is not a destination, but a place where your existence is explained to you by five people - some of whom you knew, others who were ostensibly strangers. One by one, from childhood to soldier to old age, five individuals revisit their connections to Eddie on earth, illuminating the mysteries of his 'meaningless' life and revealing the haunting secret behind the eternal question: 'Why was I here?' __________ WHAT READERS SAY ABOUT THE FIVE PEOPLE YOU MEET IN HEAVEN 'Breathtakingly beautiful. A story that will stay with you forever' 'A beautiful and flawlessly choreographed book . . . No other book may ever compare' 'One of my favourite books . . . Wonderful, inspirational, and heart-warming! To me, it is a MUST READ! 'The book is beyond words . . . Well written, engaging, poignant' 'This really is a wonderful book. You should read it'"
8472238822,Tu Nombre Escrito En El Agua (La Sonrisa Vertical),Irene Gonzalez Frei,2002,Tusquets,http://images.amazon.com/images/P/8472238822.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8472238822.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8472238822.01.LZZZZZZZ.jpg,"Tu nombre escrito en el agua ganó el XVII Premio La sonrisa vertical . Su autora, que firma con el seudónimo de Irene González Frei , acogiéndose a las bases del premio, ha decidido mantener el anonimato. El fallo del jurado, por primera vez en la historia de este premio, fue unánime. Y no es para menos, ya que nos encontramos ante una primera novela que no sólo introduce a sus lectores en una hermosa y densa fantasía erótica, sino que les revela a una auténtica escritora. Irene González Frei dedica su novela a Marina , «de todos los personajes de esta historia el único cuyo nombre no he tenido el valor de cambiar», y cede la palabra a Sofía para que sea ella la que nos cuente, desde el recuerdo, «ese amor vertiginoso entre las grietas del dolor y el desconsuelo» que las unirá para siempre y fundirá sus cuerpos, más allá del tenue cristal de los espejos, en el reflejo de Narciso. Sofía , una joven al parecer como tantas otras, vive en Madrid en el seno de un grupo de amigos que comparten inquietudes y amores. Tras el matrimonio con Santiago, cuyas relaciones sexuales se extreman en la violencia a medida que el tiempo va corroyendo el afecto y las apetencias, Sofía , desencantada y triste, encuentra un día a Marina . Entre las dos se establece instantáneamente una atracción singular, casi mágica. Emprenden un viaje por Italia con destino a Roma, donde a Marina le espera un trabajo en una organización internacional. Poco a poco, de manera irresistible, el lector irá impregnándose de la progresiva compenetración de las dos mujeres, de la gradual fusión de sus cuerpos hasta el punto de que ya no parecen sino una sola. Visiones, sueños, episodios premonitorios van, sin embargo, recordándole que Marina sólo vive ya en la memoria de Sofía y que una amenaza se cierne sobre ellas. . . La crudeza con que Irene González Frei nos sumerge en los distintos encuentros sexuales no sólo de las dos mujeres, sino los de ellas con otros personajes, que sirven de contrapunto, invitando al lector a participar directamente de sus tensiones y violencias, de sus goces y delirios, no merma en momento alguno el tono poético que envuelve toda la novela y que le otorga la inestimable facultad de dejar una huella indeleble en quienes la leen."
671864769,Relics (Star Trek: The Next Generation),Michael Jan Friedman,1992,Star Trek,http://images.amazon.com/images/P/0671864769.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671864769.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671864769.01.LZZZZZZZ.jpg,"In the tradition of UNIFICATION, here is the story that fans of the original STAR TREK series and STAR TREK: THE NEXT GENERATION have been clamoring for -- Montgomery Scott's return to the Star Trek universe and his encounter with the crew of the U.S.S. Enterprise™ NCC 1701-D. Missing in space for seventy-five years, Scotty manages to survive against incredible odds, only to be found by the crew of the Starship Enterprise™. Though rescued, Scotty soon finds himself lost in a world that he barely recognizes, a world that has passed him by... But the adventure is not over for Captain Scott who must do the impossible when the new U.S.S. Enterprise™ faces a very old danger in a remote sector of space. This time, Captain Picard and his crew will need more than all of their courage and all of their skills to save the great Starship from destruction. This time, they will need a miracle worker."
671521519,Bless The Beasts And Children : Bless The Beasts And Children,Glendon Swarthout,1995,Pocket,http://images.amazon.com/images/P/0671521519.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671521519.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671521519.01.LZZZZZZZ.jpg,"Bless the Beasts and Children is the story of six 'misfit' boys who leave their childhood behind and set off on a mission with deadly consequences. Along the way, despite society's narrow view of success, they learn something about what it means to be a man. It is the story of transformation. This group of boys - nicknamed The Dings by fellow campers- discover that they are not the flawed and faulty children they've been deemed by others but are in fact powerful beings with the opportunity to make a difference and that they don't need to be cowboys or soldiers to show real bravery. The story's unexpected climax is designed to encourage us to take action to protect the voiceless the powerless and the doomed."
440222303,"The Touch of Your Shadow, the Whisper of Your Name (Babylon 5, Book 5)",Neal Barrett Jr.,1996,Dell,http://images.amazon.com/images/P/0440222303.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440222303.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440222303.01.LZZZZZZZ.jpg,"While based on the TV show, this original novel stands alone and contains a critical piece in the overall Babylon 5 plotline. Fans will not want to miss this all-new adventure featuring the ensemble of characters that inhabit the most volatile space station in the known universe."
312953453,Blood Oath,David Morrell,1994,St. Martin's Press,http://images.amazon.com/images/P/0312953453.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312953453.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312953453.01.LZZZZZZZ.jpg,"Everything I know is a lie. I'm an ordinary mortal girl. Lord Irrik is a depraved dragon shifter. King Irdelron is an immortal tyrant. In the disease ridden land of Verald, life is mapped out much like the established rings of our kingdom. Everyone has a role... Me? I'll be uselessly serving potato stew for the rest of my life because I can't make anything grow. But starvation brews rebellion. When the king strikes, I'm captured by Lord Irrik. Instantly, I'm embroiled in a deadly game. One where I'm desperate to understand the rules. Because nothing makes sense anymore. Now, I'm not only fighting for my life . . . but a love that could be the key to my freedom. What if the truth means you're not who -- or what -- you thought you were?"
446608653,The Alibi,Sandra Brown,2000,Warner Books,http://images.amazon.com/images/P/0446608653.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446608653.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446608653.01.LZZZZZZZ.jpg,"In THE ALIBI MAN, Tami Hoag - the Sunday Times bestselling author of A THIN DARK LINE - returns with the second book in the private investigator Elena Este series. EVERYONE has secrets. You only have to scratch the surface to draw blood. The Palm Beach elite go to great lengths to protect their own - and their own no longer includes Elena Estes. Elena turned her back on a life of wealth and privilege and chose the life of an undercover cop. A tragic mistake ended her career. Now Elena exists on the fringes of her old life, training horses for a living. But a shocking event is about to draw her back into the painful life she's fought so hard to leave behind. First she finds the body - a young woman used, murdered, and dumped in a canal. Not just a victim, but a friend. As Elena delves into her dead friend's secret life, she discovers ties not only to the Russian mob but also to a group of powerful and wealthy Palm Beach bad boys known for giving each other alibis to cover a multitude of sins. A group that includes a man Elena once knew very well-her former fiancé, Bennett Walker, a man she knows has already escaped justice at least once in his life. Finding her friend's killer will put Elena at odds with her old life, with her new lover, and with herself. A gripping suspense thriller perfect for fans of Lisa Gardner, Karen Rose and Tess Gerritsen. New York Times bestseller Tami Hoag takes the reader behind the picket fences of small-town America, she finds the most gruesome killers and twisted predators. Gripping to the end, and full of tension and suspense."
446612545,The Beach House,James Patterson,2003,Warner Books,http://images.amazon.com/images/P/0446612545.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446612545.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446612545.01.LZZZZZZZ.jpg,A new blockbuster from the bestselling creator of Alex Cross. 'James Patterson does everything but stick our finger in a light socket' New York Times
446612618,A Kiss Remembered,Sandra Brown,2003,Warner Books,http://images.amazon.com/images/P/0446612618.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446612618.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446612618.01.LZZZZZZZ.jpg,Twenty-six-year-old Shelly Browning returns to college after a loveless marriage and falls in love again with professor Grant Chapman.
451208080,The Short Forever,Stuart Woods,2003,Signet Book,http://images.amazon.com/images/P/0451208080.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451208080.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451208080.01.LZZZZZZZ.jpg,"Stone Barrington gets caught up in a matter of international intrigue in this explosive thriller in the #1 New York Times bestselling series. In London to locate the niece of his enigmatic client, Stone Barrington soon finds himself out of his territory and out of his depth. Baffled as he is by the behavior of his quarry, Stone’s life is further complicated by two—possibly three—murders and the affectionate attentions of two former lovers. And when the intelligence services of three countries become involved, he can only hang on for the wild ride..."
553584383,Dead Aim,IRIS JOHANSEN,2004,Bantam Books,http://images.amazon.com/images/P/0553584383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553584383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553584383.01.LZZZZZZZ.jpg,"Photojournalist Alex Graham begins to suspect that a recent dam failure was in fact a calculated mass murder, and soon she finds herself being targeted."
671027360,Angels &amp; Demons,Dan Brown,2001,Pocket Star,http://images.amazon.com/images/P/0671027360.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671027360.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671027360.01.LZZZZZZZ.jpg,"An encyclopedia describing and giving the history of angels from the time when the earth was created forward, using texts from Hebrew, Arabic, ancient and contemporary works."
812575954,The Deal,Joe Hutsko,2000,Tor Books (Mm),http://images.amazon.com/images/P/0812575954.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812575954.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812575954.01.LZZZZZZZ.jpg,"New York Times bestseller Elle Kennedy brings you the first in the sexy Off-Campus series that everyone is talking about. She's about to make a deal with the college bad boy . . . Hannah Wells has finally found someone who turns her on. But while she might be confident in every other area of her life, she's carting around a full set of baggage when it comes to sex and seduction. If she wants to get her crush's attention, she'll have to step out of her comfort zone and make him take notice . . . even if it means tutoring the annoying, childish, cocky captain of the hockey team in exchange for a pretend date . . . and it's going to be oh so good All Garrett Graham has ever wanted is to play professional hockey after graduation, but his plummeting GPA is threatening everything he's worked so hard for. If helping a sarcastic brunette make another guy jealous will help him secure his position on the team, he's all for it. But when one unexpected kiss leads to the wildest sex of both their lives, it doesn't take long for Garrett to realize that pretend isn't going to cut it. Now he just has to convince Hannah that the man she wants looks a lot like him. Praise for Elle Kennedy: 'Delicious, complicated and drama-filled . . . I read it in one sitting, and you will, too' L. J. Shen, USA Today bestselling author 'A deliciously sexy story with a wallop of emotions that sneaks up on you' Vi Keeland, No.1 New York Times bestselling author 'Elle Kennedy delivers another sexy and addictive read, and my latest personal favourite from her!' Tijan, New York Times bestselling author"
316735736,All He Ever Wanted: A Novel,Anita Shreve,2004,Back Bay Books,http://images.amazon.com/images/P/0316735736.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316735736.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316735736.01.LZZZZZZZ.jpg,"A man escaping from a hotel fire sees a woman standing beneath a tree. He approaches her and sets in motion a series of events that will change his life forever. Years later, traveling from New England to Florida by train, he reflects back on his obsession with this unknown and ultimately unknowable woman - his courtship of her, his marriage to her, and the unforgivable act that ripped their family apart. Spanning three decades from 1899 to 1933, All He Ever Wanted gives us a tale of marriage, betrayal and the search for redemption. It has the unmatched attention to details of character, place and emotion that have made Anita Shreve one of the world's best-loved and bestselling novelists."
