id,etag,title,authors,publishedDate,description,pageCount,printType,maturityRating,imageLinks,language,previewLink,textSnippet,ISBN_10,ISBN_13,genre
dyevo2Bz6a4C,6+s3qs4ZXR8,Year of the Jungle: Memories from the Home Front,Suzanne Collins,2013-08-27,"NEW YORK TIMES bestselling author Suzanne Collins has created a deeply moving autobiographical picture book about a father who must go off to the war in Vietnam -- and the daughter who stays behind.When young Suzy's father leaves for Vietnam, she struggles to understand what this means for her and her family. What is the jungle like? Will her father be safe? When will he return? The months slip by, marked by the passing of the familiar holidays and the postcards that her father sends. With each one, he feels more and more distant, until Suzy isn't sure she'd even recognize her father anymore.This heartfelt and accessible picture book by Suzanne Collins, the NEW YORK TIMES bestselling author of the Hunger Games series, is accompanied by James Proimos's sweet and funny illustrations. This picture book will speak to any child who has had to spend time away from a parent.",44.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=dyevo2Bz6a4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=dyevo2Bz6a4C&printsec=frontcover&dq=the+hunger+games&hl=&cd=10&source=gbs_api,This picture book will speak to any child who has had to spend time away from a parent.,0545623057,9780545623056.0,Fiction
U799AY3yfqcC,KIfzDRoGHH0,The Hobbit,J. R. R. Tolkien,2009-04-20,"This is the story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected... ‘A flawless masterpiece’ The Times",330.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=U799AY3yfqcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=U799AY3yfqcC&printsec=frontcover&dq=the+hobbit&hl=&cd=1&source=gbs_api,"This is the story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected... ‘A flawless masterpiece’ The Times",0007322607,9780007322602.0,Adventure
pD6arNyKyi8C,B/EE+SQzZx8,The Hobbit,J.R.R. Tolkien,2012-02-15,"J.R.R. Tolkien's classic prelude to his Lord of the Rings trilogy... Bilbo Baggins is a hobbit who enjoys a comfortable, unambitious life, rarely traveling any farther than his pantry or cellar. But his contentment is disturbed when the wizard Gandalf and a company of dwarves arrive on his doorstep one day to whisk him away on an adventure. They have launched a plot to raid the treasure hoard guarded by Smaug the Magnificent, a large and very dangerous dragon. Bilbo reluctantly joins their quest, unaware that on his journey to the Lonely Mountain he will encounter both a magic ring and a frightening creature known as Gollum. Written for J.R.R. Tolkien's own children, The Hobbit has sold many millions of copies worldwide and established itself as a modern classic.",331.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=pD6arNyKyi8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=pD6arNyKyi8C&dq=the+hobbit&hl=&cd=2&source=gbs_api,"Written for J.R.R. Tolkien&#39;s own children, The Hobbit has sold many millions of copies worldwide and established itself as a modern classic.",0547951973,9780547951973.0,Fantasy
akaTEAAAQBAJ,yPS43C3Dc2c,The Hobbit (Movie Tie-in Edition),J.R.R. Tolkien,2012-09-18,"The enchanting prequel to The Lord of the Rings, The Hobbit is the classic fantasy that inspired Peter Jackson’s major motion picture trilogy When Thorin Oakenshield and his band of dwarves embark upon a dangerous quest to reclaim the hoard of gold stolen from them by the evil dragon Smaug, Gandalf the wizard suggests an unlikely accomplice: Bilbo Baggins, an unassuming Hobbit dwelling in peaceful Hobbiton. Along the way, the company faces trolls, goblins, giant spiders, and worse. But as they journey from the wonders of Rivendell to the terrors of Mirkwood and beyond, Bilbo will find that there is more to him than anyone—himself included—ever dreamed. Unexpected qualities of courage and cunning, and a love of adventure, propel Bilbo toward his great destiny . . . a destiny that waits in the dark caverns beneath the Misty Mountains, where a twisted creature known as Gollum jealously guards a precious magic ring. © New Line Productions, Inc. All rights reserved. THE HOBBIT: AN UNEXPECTED JOURNEY and the names of the characters, items, events and places therein are trademarks of The Saul Zaentz Company d/b/a Middle-earth Enterprises under license to New Line Productions, Inc.",0.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=akaTEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=akaTEAAAQBAJ&dq=the+hobbit&hl=&cd=4&source=gbs_api,"The enchanting prequel to The Lord of the Rings, The Hobbit is the classic fantasy that inspired Peter Jackson’s major motion picture trilogy When Thorin Oakenshield and his band of dwarves embark upon a dangerous quest to reclaim the ...",0345534832,9780345534835.0,Fantasy
rIqOaeTx074C,OZj7F513nZo,The Hobbit (Enhanced Edition),J. R. R. Tolkien,2011-11-18,"Exclusive to this Enhanced version of the eBook are recently discovered audio recordings by J.R.R. Tolkien, and new high-resolution colour images of all of Tolkien’s illustrations for the book, many of which are also included in their earlier black-and-white versions and can be revealed by a simple swipe of the screen.",302.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=rIqOaeTx074C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=rIqOaeTx074C&printsec=frontcover&dq=the+hobbit&hl=&cd=5&source=gbs_api,"Exclusive to this Enhanced version of the eBook are recently discovered audio recordings by J.R.R. Tolkien, and new high-resolution colour images of all of Tolkien’s illustrations for the book, many of which are also included in their ...",0007425384,9780007425389.0,Fiction
e5srNGZN70wC,2nj9EC+7Qog,The Hobbit: An Unexpected Journey Official Movie Guide,Brian Sibley,2012-11-06,"Enter Bilbo Baggins’ world through exclusive interviews with director Peter Jackson, Martin Freeman, Ian McKellen and all the principal cast and filmmakers, who share film-making secrets and tales of what it was actually like making movie magic in Middle-earth. Lavishly illustrated with hundreds of behind-the-scenes photos of the actors, locations, sets, creatures and costumes, The Hobbit: An Unexpected Journey Official Movie Guide has been produced in collaboration with the filmmakers who have brought J.R.R. Tolkien’s classic novel into breathtaking three-dimensional life.",283.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=e5srNGZN70wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=e5srNGZN70wC&printsec=frontcover&dq=the+hobbit&hl=&cd=6&source=gbs_api,"Lavishly illustrated with hundreds of behind-the-scenes photos of the actors, locations, sets, creatures and costumes, The Hobbit: An Unexpected Journey Official Movie Guide has been produced in collaboration with the filmmakers who have ...",0547899300,9780547899305.0,Fantasy
uzrcEAAAQBAJ,yErJTd/aZ/8,The Hobbit: A Graphic Novel,J. R. R. Tolkien,2024-02-27,"A graphic novel of the enchanting prequel to The Lord of the Rings, The Hobbit—the classic fantasy that inspired Peter Jackson’s major motion picture trilogy. When Thorin Oakenshield and his band of dwarves embark upon a dangerous quest to reclaim the hoard of gold stolen from them by the evil dragon Smaug, Gandalf the wizard suggests an unlikely accomplice: Bilbo Baggins, an unassuming Hobbit dwelling in peaceful Hobbiton. Along the way, the company faces trolls, goblins, giant spiders, and worse. But as they journey from the wonders of Rivendell to the terrors of Mirkwood and beyond, Bilbo will find that there is more to him than anyone—himself included—ever dreamed. Unexpected qualities of courage and cunning, and a love of adventure, propel Bilbo toward his great destiny . . . a destiny that waits in the dark caverns beneath the Misty Mountains, where a twisted creature known as Gollum jealously guards a precious magic ring. This comprehensive edition collects the three-issue series originally published by Eclipse Comics and thereafter augmented with many pages of additional artwork and improvements. Carefully abridged from Tolkien’s classic novel, and brought thrillingly to life with striking, evocative art by David Wenzel, this graphic novel is a perennial delight to Hobbit fans old and new.",147.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=uzrcEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=uzrcEAAAQBAJ&printsec=frontcover&dq=the+hobbit&hl=&cd=8&source=gbs_api,"Carefully abridged from Tolkien’s classic novel, and brought thrillingly to life with striking, evocative art by David Wenzel, this graphic novel is a perennial delight to Hobbit fans old and new.",0063388472,9780063388475.0,Fantasy
aTNpF3SrejYC,sclU3U2YTSg,"The Hobbit, Or, There and Back Again",John Ronald Reuel Tolkien,1981,"Bilbo Baggins an unambitious hobbitt, and a company of dwarves meet high adventure with trolls, goblins, elves and giant spiders, in search of dragon guarded gold.",292.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=aTNpF3SrejYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=aTNpF3SrejYC&q=the+hobbit&dq=the+hobbit&hl=&cd=9&source=gbs_api,"Bilbo Baggins an unambitious hobbitt, and a company of dwarves meet high adventure with trolls, goblins, elves and giant spiders, in search of dragon guarded gold.",0048231886,9780048231888.0,Adventure
Lry4SK8RmQgC,l9+Pyk7I2RA,The Hobbit: Illustrated by Alan Lee,J. R. R. Tolkien,2012-11-08,"First ever illustrated eBook of the classic bestseller featuring more than 60 colour paintings and pencil drawings by the award-winning artist, Alan Lee, Conceptual Designer on Peter Jackson’s THE HOBBIT: AN UNEXPECTED JOURNEY.",402.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=Lry4SK8RmQgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=Lry4SK8RmQgC&printsec=frontcover&dq=the+hobbit&hl=&cd=10&source=gbs_api,"First ever illustrated eBook of the classic bestseller featuring more than 60 colour paintings and pencil drawings by the award-winning artist, Alan Lee, Conceptual Designer on Peter Jackson’s THE HOBBIT: AN UNEXPECTED JOURNEY.",0007487312,9780007487318.0,Adventure
s1gVAAAAYAAJ,K6px2mJ69pI,Pride and Prejudice,Jane Austen,1918,"Austen’s most celebrated novel tells the story of Elizabeth Bennet, a bright, lively young woman with four sisters, and a mother determined to marry them to wealthy men. At a party near the Bennets’ home in the English countryside, Elizabeth meets the wealthy, proud Fitzwilliam Darcy. Elizabeth initially finds Darcy haughty and intolerable, but circumstances continue to unite the pair. Mr. Darcy finds himself captivated by Elizabeth’s wit and candor, while her reservations about his character slowly vanish. The story is as much a social critique as it is a love story, and the prose crackles with Austen’s wry wit.",448.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=s1gVAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=s1gVAAAAYAAJ&dq=pride+and+prejudice&hl=&cd=1&source=gbs_api,"Mr. Darcy finds himself captivated by Elizabeth’s wit and candor, while her reservations about his character slowly vanish. The story is as much a social critique as it is a love story, and the prose crackles with Austen’s wry wit.",,,Fiction
EvqJCGeqKhsC,lZnAku5CXDU,Pride and Prejudice,Jane Austen,1980,The text of Pride and Prejudice is the 1813 first edition text.,388.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=EvqJCGeqKhsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=EvqJCGeqKhsC&q=pride+and+prejudice&dq=pride+and+prejudice&hl=&cd=2&source=gbs_api,The text of Pride and Prejudice is the 1813 first edition text.,0192815032,9780192815033.0,Fiction
hJFnbfr43bcC,u9FnI/Rw4rs,Pride and Prejudice,Jane Austen,1994-08-15,"Jane Austen's classic story of the five Bennet sisters, all young, all pretty, and all needing husbands.",354.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=hJFnbfr43bcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=hJFnbfr43bcC&dq=pride+and+prejudice&hl=&cd=4&source=gbs_api,"Jane Austen&#39;s classic story of the five Bennet sisters, all young, all pretty, and all needing husbands.",0812523369,9780812523362.0,Fiction
ZW77wAEACAAJ,lIf21Hg8apo,Pride and Prejudice 1813,Jane Austen,2014-04-29,"Pride and Prejudice is a novel of manners by Jane Austen, first published in 1813. The story follows the main character Elizabeth Bennet as she deals with issues of manners, upbringing, morality, education, and marriage in the society of the landed gentry of early 19th-century England. Elizabeth is the second of five daughters of a country gentleman living near the fictional town of Meryton in Hertfordshire, near London. Though the story is set at the turn of the 19th century, it retains a fascination for modern readers, continuing near the top of lists of ""most loved books"" such as The Big Read. It has become one of the most popular novels in English literature and receives considerable attention from literary scholars. Modern interest in the book has resulted in a number of dramatic adaptations and an abundance of novels and stories imitating Austen's memorable characters or themes. To date, the book has sold some 20 million copies worldwide. As Anna Quindlen wrote, Pride and Prejudice is also about that thing that all great novels consider, the search for self. And it is the first great novel that teaches us this search is as surely undertaken in the drawing room making small talk as in the pursuit of a great white whale or the public punishment of adultery.",408.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=ZW77wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=ZW77wAEACAAJ&dq=pride+and+prejudice&hl=&cd=5&source=gbs_api,"Modern interest in the book has resulted in a number of dramatic adaptations and an abundance of novels and stories imitating Austen&#39;s memorable characters or themes. To date, the book has sold some 20 million copies worldwide.",1499302827,9781499302820.0,Fiction
